type,cycle,v1,v2,v7,v16,v17,v18,v21,v22,v23,v24,v25,v46,v47,v52,v53,v99
F02,231,1.987174861,1.987963231,1.988312658,1.987825648,1.987963231,1.989366913,1.987524287,1.98843778,1.98750267,1.988116328,1.988635763,1.987739182,1.987199656,1.987779363,1.987879817,1.986791484
F02,232,1.98653183,1.988318761,1.98894488,1.988612493,1.987269211,1.987855021,1.987912242,1.987536621,1.986389669,1.987499491,1.987771606,1.987779363,1.988726934,1.989195251,1.989255524,1.987703578
F02,233,1.989280319,1.988760885,1.98951683,1.989298884,1.988192113,1.988153458,1.98837293,1.987077459,1.988739268,1.989294179,1.989363734,1.987918472,1.987573751,1.988218307,1.98787206,1.993016561
F02,234,1.981296158,1.979649862,1.980770493,1.979764175,1.980121231,1.981932958,1.981149292,1.980518595,1.981388855,1.981500117,1.982302475,1.9824941,1.981311544,1.982389069,1.983141836,1.98174909
F02,235,1.982645671,1.980819956,1.98213857,1.980017726,1.979657491,1.983348974,1.980430476,1.982913081,1.981715012,1.982478714,1.982741419,1.984492874,1.982416789,1.983424759,1.982506561,1.980025482
F02,236,1.981218847,1.9814785,1.980074946,1.982129288,1.981500117,1.982294718,1.984180578,1.976970927,1.978270976,1.980206299,1.981359482,1.983455658,1.979598745,1.977562968,1.979957453,1.981419754
F02,237,1.979091771,1.980398051,1.980396398,1.98029747,1.981093597,1.981130727,1.980473709,1.981441371,1.981286875,1.980554072,1.980629857,1.980558777,1.979673004,1.980217107,1.980163066,1.979860051
F02,238,1.982143275,1.981963857,1.98188502,1.982286962,1.981085841,1.981388855,1.980654653,1.980119705,1.980150604,1.980806096,1.981282171,1.980813853,1.979966736,1.97957255,1.979659144,1.978836695
F02,239,1.981067276,1.981662496,1.981302261,1.983336639,1.981206512,1.982500331,1.990917333,1.982399877,1.97735583,1.978955714,1.98171196,1.979892476,1.980540212,1.981724294,1.980235672,1.981340917
F02,240,1.620933151,1.619841766,1.619235865,1.619758352,1.619656245,1.617595673,1.619582113,1.619544983,1.619484711,1.620068995,1.619948451,1.618388748,1.619221878,1.619223404,1.619013214,1.619815572
F02,241,1.619348653,1.620801799,1.621285629,1.619739787,1.619249725,1.620657984,1.620079803,1.620727539,1.621577708,1.619458389,1.61966095,1.621937943,1.619999441,1.620062892,1.623554866,1.622080104
F02,242,1.620154063,1.6195357,1.621194331,1.6192173,1.619857279,1.620123164,1.619976298,1.620759964,1.619953028,1.618447495,1.620436986,1.618955994,1.620348867,1.621794128,1.619829432,1.620545197
F02,243,1.62097791,1.619486237,1.621443303,1.62110316,1.619617589,1.620690409,1.620348867,1.620617803,1.621399943,1.619303894,1.619327037,1.620024236,1.620197296,1.621791077,1.621095403,1.620900726
F02,244,1.620744578,1.62100118,1.620688883,1.622471237,1.620585378,1.621032079,1.620208104,1.619844818,1.621537526,1.62103831,1.620922343,1.620988846,1.621029027,1.619997915,1.620858892,1.621219126
F02,245,1.621350479,1.620976384,1.619387309,1.621019745,1.621761703,1.620509593,1.618538666,1.620679601,1.620188014,1.621369044,1.62058843,1.620937729,1.62027003,1.620758438,1.620401382,1.619399643
F02,246,1.619433721,1.620483271,1.622407913,1.620223618,1.621557617,1.620996475,1.620947011,1.621152623,1.618705622,1.620266851,1.621304194,1.621625646,1.621772512,1.619685618,1.621702957,1.622120285
F02,247,1.621931712,1.620220566,1.622041448,1.619541931,1.620896022,1.621288681,1.619976298,1.621602503,1.620698166,1.620308685,1.621956507,1.61987737,1.620693588,1.618871053,1.621757126,1.618945185
F02,248,1.628806051,1.619169362,1.61942749,1.623208618,1.622563934,1.622301229,1.622461955,1.621199036,1.621795654,1.623554866,1.621384557,1.620106125,1.620814133,1.622723262,1.621894709,1.620829519
F02,249,1.620633189,1.621486537,1.621679815,1.621642685,1.621766281,1.618614451,1.621673584,1.622715505,1.621304194,1.620477168,1.618193944,1.620025762,1.621341197,1.622703171,1.619625346,1.618524806
F02,250,1.620780055,1.621749369,1.621225357,1.621083069,1.621466446,1.620470937,1.621461868,1.619699605,1.62212499,1.62328275,1.618719482,1.621138763,1.620698166,1.621574656,1.621880722,1.622084808
F02,251,1.619900513,1.621492767,1.622468185,1.620424525,1.621273168,1.621532949,1.623244095,1.620089086,1.620772425,1.621447881,1.620985667,1.620627085,1.62101504,1.620917638,1.621265539,1.619708888
F02,252,1.621192805,1.621735382,1.619765981,1.62135671,1.62194252,1.622015254,1.621137238,1.621189753,1.621715291,1.622041448,1.621331914,1.622865423,1.620446269,1.621763229,1.621064504,1.622395452
F02,253,1.622758738,1.62117424,1.622894796,1.622111003,1.622647476,1.622709274,1.622952016,1.623047892,1.62187767,1.622052383,1.622418722,1.622009023,1.620930099,1.621988932,1.621251551,1.62094396
F02,254,1.621665827,1.62135671,1.621937943,1.622967402,1.62059466,1.621766281,1.621869914,1.622066243,1.623367818,1.621704483,1.622027588,1.622483571,1.622324371,1.621134059,1.618819936,1.62240626
F02,255,1.622200775,1.623194631,1.622857666,1.622313563,1.622934977,1.620902252,1.62294426,1.622219213,1.622666041,1.623207092,1.621199036,1.621710714,1.621730804,1.622803624,1.620608521,1.621084595
F02,256,1.621339671,1.622315089,1.621984355,1.623024623,1.622919591,1.622502136,1.621848297,1.622874705,1.62325503,1.623159154,1.623231761,1.623392614,1.621315002,1.622325897,1.622421773,1.623550288
F02,257,1.621905518,1.623383331,1.621625646,1.62208786,1.620721308,1.622146606,1.624638494,1.626991272,1.619809341,1.620806376,1.621021271,1.622418722,1.622766495,1.622163645,1.622265625,1.621149572
F02,258,1.622208405,1.622547023,1.621829732,1.623104986,1.623789851,1.62208786,1.623050944,1.621710714,1.623398717,1.621814219,1.620239003,1.623970668,1.62296435,1.621505102,1.621353658,1.622604243
F02,259,1.622253291,1.620970281,1.623126729,1.620483271,1.621933238,1.623041662,1.623412704,1.62166125,1.620576096,1.622492854,1.622718557,1.622307332,1.622081629,1.622669093,1.62218221,1.620249939
F02,260,2.472644552,2.472779083,2.472140757,2.471461995,2.473273722,2.472233582,2.471924337,2.473221334,2.472123718,2.471978505,2.473167165,2.470072428,2.472847239,2.473760732,2.471945953,2.473898315
F02,261,2.473161062,2.470988973,2.472972361,2.472463735,2.471203868,2.473162587,2.472791545,2.472967784,2.472522481,2.470910136,2.472394307,2.4731486,2.472726695,2.471466827,2.472873433,2.472626241
F02,262,2.47686793,2.474409993,2.473249054,2.473592377,2.47322286,2.472921499,2.47383194,2.471537781,2.473329417,2.472737376,2.472610728,2.475711568,2.474386851,2.473919932,2.474651082,2.474487305
F02,263,2.473862712,2.475201416,2.474325053,2.474683634,2.473671214,2.473227437,2.474270884,2.472330983,2.473300171,2.47398173,2.472653961,2.47466507,2.473604584,2.471785227,2.473887634,2.475009664
F02,264,2.473507182,2.47639033,2.47411321,2.476047007,2.474352773,2.474725342,2.475526174,2.47240804,2.473408254,2.474971263,2.474369812,2.475124105,2.474253845,2.471995544,2.474972788,2.473936971
F02,265,2.474510447,2.469750977,2.475118001,2.473442332,2.473477936,2.474351247,2.47181778,2.472506968,2.472936757,2.473412832,2.474213664,2.473805491,2.473579915,2.473055776,2.474417623,2.472615306
F02,266,2.471055603,2.474950918,2.472437541,2.473771667,2.473552195,2.474552155,2.472037252,2.472542572,2.473723602,2.474544525,2.474378967,2.474026744,2.47455368,2.473352559,2.474782562,2.473021952
F02,267,2.472831726,2.473995717,2.475352987,2.472905986,2.474869029,2.473940023,2.474825795,2.474801127,2.472128296,2.47501297,2.473960114,2.474978892,2.474190521,2.47399114,2.475685374,2.475991313
F02,268,2.47305425,2.472607676,2.473145549,2.469736989,2.46972936,2.470298004,2.473740641,2.464488983,2.474323527,2.482120514,2.481221008,2.4726415,2.464550781,2.478920746,2.478644053,2.474328105
F02,269,2.47466507,2.472958374,2.474227651,2.470904032,2.474573771,2.473259989,2.473595428,2.472466787,2.471360016,2.473463949,2.47325058,2.472290802,2.473023478,2.47151769,2.472851817,2.476529439
F02,270,2.474269358,2.473151652,2.473343404,2.47138799,2.473558299,2.472822316,2.473634084,2.472754415,2.47116216,2.473225911,2.472250366,2.47391688,2.474363708,2.473380534,2.473575338,2.474546051
F02,271,2.475281779,2.474147288,2.472969309,2.475251007,2.474989573,2.474593862,2.472771454,2.476283518,2.474998983,2.473904419,2.473684947,2.474706777,2.475037638,2.474818166,2.474008179,2.47436676
F02,272,2.474798075,2.473579915,2.472969309,2.471356964,2.471372477,2.474375916,2.47414093,2.473879751,2.476036326,2.477037811,2.474516551,2.4681633,2.471333822,2.473963165,2.473756154,2.472497813
F02,273,2.474400838,2.474960327,2.473327891,2.47385966,2.473986562,2.47340215,2.473283132,2.470154317,2.472125244,2.475705465,2.473980204,2.471980031,2.474255371,2.4721934,2.470648956,2.472166951
F02,274,2.473346456,2.474898529,2.473828888,2.473926036,2.473773193,2.474926249,2.47430191,2.473600006,2.474943288,2.473459371,2.473725128,2.473161062,2.47338206,2.47491862,2.473451487,2.473555247
F02,275,2.475170644,2.47133077,2.473467,2.472477722,2.472639974,2.472615306,2.471475983,2.474051412,2.472933706,2.472262828,2.473675791,2.474117788,2.473763784,2.473550415,2.473977153,2.474716187
F02,276,2.471792857,2.4726415,2.473796336,2.473817952,2.472876485,2.472726695,2.471901194,2.474195099,2.472779083,2.473006439,2.47351354,2.473399099,2.472149913,2.473895264,2.472194926,2.471435801
F02,277,2.473443858,2.473130035,2.479140218,2.478039551,2.470335134,2.472204081,2.472409821,2.474827321,2.473733012,2.472360229,2.471183777,2.471324412,2.473929342,2.462086741,2.473119354,2.47436676
F02,278,2.47421519,2.474269358,2.473788706,2.470995331,2.473527273,2.471647644,2.473607635,2.471493022,2.472015635,2.471935018,2.472506968,2.474836731,2.473522695,2.47401123,2.473000336,2.472313944
F02,279,2.471356964,2.471938324,2.472729747,2.472760518,2.472888947,2.473092906,2.472326152,2.472120667,2.472273763,2.472534943,2.47209905,2.46988856,2.472530365,2.472567495,2.47007548,2.473524221
F02,280,3.23508021,3.235874685,3.235546875,3.235330455,3.235389201,3.236148326,3.2345637,3.236578115,3.235551707,3.236591848,3.236649068,3.235845184,3.236562602,3.23533198,3.235067749,3.231711833
F02,281,3.235522207,3.234939321,3.236856333,3.231006877,3.234052022,3.238331095,3.236876424,3.239640299,3.237060293,3.232510885,3.237941488,3.233402761,3.239495087,3.232894389,3.237878164,3.236495972
F02,282,3.236655426,3.237173208,3.237102,3.235661316,3.236361694,3.234112295,3.235607147,3.235035197,3.237106578,3.236169942,3.235788218,3.239499664,3.23463033,3.234144847,3.234959412,3.241278839
F02,283,3.23454361,3.237193298,3.233469391,3.237810008,3.237248993,3.236392466,3.238405101,3.241439565,3.239442444,3.230821482,3.230615743,3.236288961,3.237151591,3.23684845,3.235611979,3.237485504
F02,284,3.234052022,3.235867055,3.234262339,3.235353597,3.235001373,3.23686854,3.236295064,3.236799113,3.239680481,3.24072698,3.233119965,3.23281072,3.235313416,3.239730072,3.242949931,3.237006124
F02,285,3.245890045,3.242551168,3.237150065,3.236179097,3.240654246,3.233438365,3.236299642,3.239328003,3.239267731,3.238572184,3.233084361,3.238552094,3.228769938,3.240550741,3.229802704,3.218508911
F02,286,3.23758138,3.235387675,3.233653259,3.234129333,3.235794322,3.235553233,3.234593201,3.235253143,3.235310364,3.235506694,3.235707601,3.237279765,3.236261241,3.236162313,3.236621348,3.233081309
F02,287,3.234249878,3.233625539,3.237500763,3.237202454,3.234345754,3.234639486,3.235421753,3.235243988,3.234673564,3.234263865,3.235394033,3.231802877,3.234061432,3.235692342,3.232866414,3.240358988
F02,288,3.234178925,3.233237457,3.234739939,3.239830526,3.242858632,3.239835103,3.231302134,3.246282705,3.236628977,3.235798899,3.237511698,3.232721202,3.236839294,3.23834788,3.234008789,3.225582631
F02,289,3.229515076,3.234457143,3.242149099,3.222801717,3.234557597,3.243580627,3.233647156,3.238952382,3.236361694,3.233146159,3.232902018,3.235867055,3.240407054,3.240581767,3.225760396,3.235806529
F02,290,3.25051829,3.242673238,3.223611705,3.233016459,3.252419535,3.234246826,3.229490407,3.240586344,3.256939697,3.227782186,3.218383535,3.232317607,3.222203318,3.236519368,3.243084462,3.2361468
F02,291,3.236425018,3.23534139,3.233085887,3.237989299,3.234081523,3.234367371,3.235338338,3.237309265,3.236098735,3.235452525,3.233061218,3.240975952,3.236222585,3.234501902,3.235163625,3.23124644
F02,292,3.235806529,3.233436839,3.235220846,3.2369428,3.235429382,3.234345754,3.23621165,3.237128448,3.243555959,3.237910461,3.229070028,3.238018799,3.235888672,3.233905284,3.234622447,3.236901093
F02,293,3.2486262,3.247102102,3.238958486,3.241268158,3.23110733,3.231249491,3.23668162,3.241376241,3.237595113,3.23091863,3.231892649,3.239550527,3.23927714,3.230594126,3.235540771,3.233025614
F02,294,3.234937795,3.234857432,3.236002858,3.234818776,3.236030833,3.23498586,3.234381358,3.233892822,3.234617869,3.234138743,3.23470459,3.234936269,3.235313416,3.23373998,3.23537852,3.235984294
F02,295,3.235432434,3.234977976,3.236016846,3.237459056,3.23617452,3.238159434,3.237632243,3.235401662,3.234815725,3.235890198,3.234713745,3.235618083,3.234905497,3.235298157,3.234908549,3.232480113
F02,296,3.237286123,3.237505595,3.237562815,3.239699046,3.228756205,3.227711233,3.234155782,3.23213679,3.237519328,3.23841451,3.237180837,3.223764547,3.230286407,3.229765574,3.231752014,3.243877411
F02,297,3.238549042,3.218462372,3.23126653,3.235458883,3.233776855,3.233826447,3.235166677,3.233634694,3.23495636,3.234183502,3.233308665,3.236610413,3.236197662,3.229715983,3.234355164,3.236013794
F02,298,3.236474355,3.236358388,3.234925588,3.232554118,3.234869893,3.2359876,3.236267344,3.235486603,3.233868154,3.234205119,3.233328756,3.240949504,3.24290034,3.24529953,3.238077545,3.23771108
F02,299,3.235667419,3.23485438,3.235642751,3.232954661,3.235118866,3.235553233,3.237505595,3.236295064,3.234981283,3.233943939,3.235653687,3.234670512,3.234110769,3.235226949,3.234288534,3.230999247
F02,300,3.233889771,3.234791056,3.237485504,3.235192871,3.236369324,3.234437052,3.232609812,3.233776855,3.234783427,3.240213776,3.237083435,3.235296631,3.235386149,3.233900706,3.236816152,3.235001373
F02,301,2.950080872,2.950607808,2.94968516,2.950238546,2.951166026,2.951162974,2.951028442,2.946984609,2.946392568,2.954860433,2.953767649,2.945562236,2.955693563,2.951104228,2.950380707,2.951186117
F02,302,2.952142843,2.952226512,2.951564789,2.949157969,2.95030187,2.94600296,2.951258596,2.95177358,2.954543559,2.947925822,2.943766022,2.952019246,2.949715932,2.950584666,2.950167338,2.950241597
F02,303,2.950782522,2.952110545,2.950609589,2.952433523,2.951600393,2.951241811,2.951059214,2.950556946,2.952470652,2.952017721,2.951433309,2.950974274,2.951300557,2.951175181,2.950643412,2.947199249
F02,304,2.951246389,2.950887807,2.953647105,2.950706736,2.952365621,2.951804352,2.951142883,2.949740601,2.949943288,2.950842794,2.951224772,2.950389862,2.959069824,2.949276988,2.947765096,2.952008311
F02,305,2.950858307,2.952493795,2.951849111,2.954245249,2.955413818,2.945061493,2.950615692,2.950215149,2.957752736,2.949476369,2.948276774,2.953045654,2.950745392,2.944008891,2.936675262,2.946947479
F02,306,2.952714793,2.953116862,2.952934265,2.951342265,2.95304718,2.953036499,2.951631165,2.951084137,2.951606496,2.952979279,2.952549489,2.953177134,2.954661051,2.957978312,2.952404277,2.94767863
F02,307,2.952787526,2.950951131,2.952189382,2.952898916,2.951509094,2.952295939,2.95341212,2.953167725,2.951611074,2.951603444,2.953119914,2.951042175,2.951656087,2.951105754,2.951345317,2.95032196
F02,308,2.952118174,2.950658925,2.952269745,2.951652781,2.950597127,2.95404129,2.952449036,2.951949819,2.949791718,2.952600606,2.950882975,2.949352773,2.949782562,2.94853948,2.948610687,2.947043355
F02,309,2.951587931,2.951761119,2.953003947,2.95209198,2.954141744,2.952527873,2.949258423,2.951991526,2.951487478,2.952707163,2.951572418,2.95036672,2.951339213,2.950765483,2.950858307,2.951580302
F02,310,2.952543386,2.953929901,2.952864838,2.951580302,2.951108805,2.952277374,2.956678263,2.951091766,2.946019999,2.952169291,2.952271271,2.948457591,2.950060781,2.951048533,2.948921458,2.951980591
F02,311,2.956593323,2.954033407,2.948491669,2.952013143,2.952483114,2.9541804,2.952360789,2.951442719,2.950881449,2.951399485,2.95205485,2.951362356,2.953784688,2.949638621,2.951114909,2.943173981
F02,312,2.951937358,2.950589244,2.951309713,2.953552755,2.953711955,2.949579875,2.949586233,2.949681854,2.949981944,2.94914093,2.950918579,2.950448608,2.952905019,2.950832113,2.951666768,2.95596873
F02,313,2.949213664,2.949703725,2.951643626,2.953653208,2.956163534,2.951662191,2.9521492,2.950710042,2.950136312,2.951436361,2.95115509,2.958573659,2.949943288,2.954705811,2.959819539,2.951821391
F02,314,2.946441905,2.951526133,2.953512573,2.951000468,2.951444244,2.952537028,2.95093104,2.952779897,2.952674611,2.953186289,2.952042389,2.949230703,2.947984568,2.95007782,2.94504598,2.9524381
F02,315,2.952153778,2.951028442,2.950456492,2.954640961,2.952172343,2.951428731,2.949966431,2.950665029,2.951833852,2.949306234,2.947879537,2.952081045,2.951822917,2.951509094,2.950683594,2.951419576
F02,316,2.951223246,2.952784475,2.953362528,2.95013326,2.9519605,2.951366933,2.948839569,2.946650696,2.951331329,2.950348155,2.954240672,2.948593648,2.950733185,2.948323059,2.956782023,2.951934306
F02,317,2.951365407,2.951241811,2.954985809,2.948366547,2.951050059,2.954184977,2.952255758,2.952295939,2.9518013,2.951595815,2.950884501,2.950198364,2.950522868,2.951343791,2.953514099,2.945379893
F02,318,2.950946554,2.951799774,2.952748871,2.9524381,2.950110118,2.951671346,2.951767222,2.950349681,2.950827535,2.951317342,2.950918579,2.950102488,2.950478109,2.951218414,2.950782522,2.950055949
F02,319,2.948803965,2.94969279,2.949915314,2.950447083,2.950762431,2.950918579,2.950425466,2.951767222,2.950445557,2.950273895,2.950436401,2.950538381,2.949740601,2.950144196,2.950479635,2.950388336
F02,320,2.950349681,2.95136083,2.952330017,2.951366933,2.951495107,2.952090454,2.951285044,2.951308187,2.951349894,2.950855255,2.951442719,2.951183065,2.95142568,2.951501465,2.950882975,2.951153564
F02,321,2.951767222,2.952071889,2.949474843,2.953249613,2.948974101,2.946720123,2.959276835,2.960389964,2.948159281,2.945385997,2.947715759,2.956111145,2.94975764,2.949736023,2.948428345,2.948995717
F02,322,2.818099721,2.816957347,2.822698466,2.82263209,2.821718597,2.822897847,2.821375275,2.820905304,2.819878896,2.822679901,2.823190053,2.821556091,2.819243622,2.820090739,2.820212809,2.821112569
F02,323,2.821022797,2.820549774,2.821842194,2.825017293,2.820981089,2.818925222,2.819356537,2.820744578,2.821931712,2.821792603,2.822392527,2.820039622,2.822675323,2.821242269,2.821472677,2.820280965
F02,324,2.819974772,2.821956635,2.820141856,2.821492767,2.823018646,2.820656586,2.81917572,2.819022624,2.822089386,2.821062978,2.821363068,2.822989146,2.820622508,2.822010549,2.821736908,2.820812734
F02,325,2.822782135,2.821050771,2.822931925,2.818758138,2.803077443,2.800862122,2.815807343,2.822310638,2.823072561,2.821795654,2.822884115,2.819617716,2.819860331,2.820817312,2.820252991,2.820338186
F02,326,2.821409353,2.819685618,2.820670319,2.820571391,2.821042887,2.821279399,2.822217814,2.819834137,2.824587504,2.82517039,2.813193258,2.821651967,2.817925008,2.817617289,2.823006185,2.81917394
F02,327,2.820517476,2.826165771,2.818609873,2.82211736,2.821148173,2.822465007,2.820420074,2.821015167,2.819497172,2.820631663,2.822605896,2.821936544,2.821152751,2.821270243,2.818240356,2.823112742
F02,328,2.822731018,2.823094177,2.822329203,2.82202301,2.822046153,2.823357137,2.823255157,2.823049418,2.823955282,2.823503876,2.824776204,2.822067769,2.821480306,2.822381592,2.823811595,2.817464447
F02,329,2.822961426,2.821403249,2.822307332,2.824643199,2.822240957,2.819073486,2.823697154,2.819608307,2.821805064,2.820651754,2.818510946,2.820118459,2.819467672,2.820696767,2.820200602,2.820404561
F02,330,2.82078476,2.821256256,2.82131958,2.8208697,2.819555918,2.82151591,2.821424866,2.821120199,2.819670359,2.819821676,2.819507853,2.820970408,2.820455424,2.820056661,2.81969045,2.819300842
F02,331,2.816210683,2.818543243,2.819452413,2.820569865,2.820271556,2.819483185,2.822279612,2.819582113,2.810389201,2.812893422,2.825652568,2.819254557,2.818727366,2.81974589,2.820042928,2.818292999
F02,332,2.819460042,2.81850942,2.820280965,2.820116933,2.819534302,2.81876119,2.819704183,2.8205513,2.820067596,2.820161947,2.820413717,2.818000793,2.818200175,2.818744405,2.82340037,2.819894409
F02,333,2.818945313,2.81895752,2.819472504,2.819484711,2.825100708,2.817056274,2.816610972,2.814089712,2.824859619,2.830172729,2.806572469,2.815559896,2.819948578,2.823326111,2.819577535,2.816903178
F02,334,2.81971817,2.818792216,2.817642212,2.818796794,2.822205353,2.823666128,2.815204366,2.818563334,2.818639119,2.820511119,2.817971293,2.816583252,2.815224457,2.818359375,2.817336019,2.816793569
F02,335,2.817019145,2.818758138,2.816405487,2.815703583,2.816977437,2.817866262,2.816048431,2.817679342,2.818563334,2.816508993,2.817788951,2.816226196,2.815587616,2.816206106,2.816178131,2.821967316
F02,336,2.815573883,2.815787252,2.825286357,2.815818024,2.819087474,2.817343903,2.826678975,2.816275533,2.815527344,2.821013641,2.819923655,2.821540833,2.817677816,2.814811707,2.816470337,2.815750122
F02,337,2.817294312,2.818039449,2.819092051,2.819419861,2.816855367,2.817617289,2.816360728,2.817097982,2.81748759,2.820014954,2.818974559,2.815049744,2.81516571,2.815576935,2.81692632,2.815832011
F02,338,2.818238831,2.818598938,2.817699432,2.815491994,2.816923269,2.818037923,2.818221792,2.816866048,2.817774963,2.819027201,2.817476654,2.815904744,2.816111755,2.816759491,2.815164185,2.814332581
F02,339,2.814619954,2.815122477,2.815651194,2.815930939,2.816221619,2.815491994,2.81510849,2.815446981,2.816110229,2.816068522,2.815802511,2.815504201,2.815249125,2.815669759,2.816862996,2.813247426
F02,340,2.816213735,2.817116547,2.817043813,2.816931152,2.816629537,2.815448507,2.817744191,2.816894023,2.817286682,2.81779836,2.818651581,2.82186381,2.817765808,2.810430908,2.824590556,2.814582825
F02,341,2.816802724,2.817320506,2.815768687,2.81497701,2.816241709,2.815502675,2.815301768,2.816212209,2.816218313,2.816685232,2.815467072,2.813646189,2.814683533,2.815100861,2.816569265,2.813902791
F02,342,2.817963664,2.817207845,2.818076579,2.816113281,2.817530823,2.816226196,2.815864563,2.819654846,2.816764069,2.815974172,2.816873932,2.817598979,2.811989085,2.811435699,2.815148671,2.81452891
F02,343,3.304880269,3.190949758,3.327730815,3.325936127,3.324643707,3.324370066,3.321009572,3.320386505,3.321261342,3.322532145,3.322301737,3.323707072,3.32979126,3.316597748,3.30256017,3.324951426
F02,344,3.323386892,3.319191488,3.321901449,3.332380676,3.323260244,3.319169871,3.321848806,3.320250448,3.317577871,3.3217453,3.322263082,3.322123973,3.32203598,3.319574992,3.321412913,3.323029836
F02,345,3.322417704,3.326770782,3.318080139,3.316101583,3.321299998,3.328752645,3.322413127,3.322261556,3.323507436,3.323031362,3.322678884,3.324031576,3.322904714,3.322559865,3.320337168,3.320604451
F02,346,3.33791453,3.335296122,3.321301524,3.320745087,3.322890727,3.326628621,3.320613861,3.31998469,3.318373871,3.32594223,3.322920227,3.322233836,3.323204549,3.322176615,3.319612122,3.321343486
F02,347,3.307638041,3.317982737,3.317352041,3.318301137,3.319193268,3.323592631,3.324493663,3.326126099,3.326566823,3.321301524,3.32107137,3.322496541,3.322629547,3.32270991,3.322054545,3.321553548
F02,348,3.323488871,3.318273417,3.345594279,3.317970276,3.319380188,3.324645233,3.318480428,3.32062149,3.319239553,3.321066793,3.322227478,3.322932434,3.322980499,3.322793325,3.322509003,3.320664724
F02,349,3.303985341,3.313442739,3.302209218,3.331848907,3.352831777,3.338165029,3.312227631,3.339584096,3.329108175,3.307387543,3.309125264,3.344601949,3.339090983,3.313958995,3.327520498,3.31825943
F02,350,3.320907338,3.319536336,3.320661672,3.316089122,3.320881144,3.316634878,3.318362935,3.319908905,3.320035553,3.320848846,3.321061961,3.322618612,3.322001902,3.320942942,3.318008931,3.324031576
F02,351,3.317633311,3.317896271,3.313212331,3.319765218,3.3204422,3.319338481,3.320524089,3.322601573,3.31944046,3.317916361,3.317370605,3.327268473,3.312451681,3.317436981,3.316447703,3.320420583
F02,352,3.272744242,3.247796122,3.279722087,3.319398753,3.315399679,3.312093099,3.316589864,3.314838664,3.316573079,3.324603526,3.323784129,3.322975667,3.318594869,3.324465942,3.321949259,3.324255625
F02,353,3.29763972,3.338407644,3.319432831,3.320808411,3.322864532,3.321313985,3.315914408,3.320707957,3.320618439,3.318012238,3.321215057,3.320731354,3.320590464,3.321264648,3.320616913,3.319587453
F02,354,3.288202413,3.288986206,3.297389221,3.323634338,3.326068878,3.312530518,3.304908244,3.324844615,3.323161316,3.317166646,3.317917887,3.31085968,3.308316803,3.309647624,3.315739695,3.318554688
F02,355,3.32004954,3.32053655,3.332884471,3.306852722,3.317053731,3.314374797,3.31963679,3.32373937,3.321199544,3.31676,3.31812795,3.30859197,3.315075175,3.301519775,3.306900787,3.320074209
F02,356,3.322275543,3.319445038,3.300644684,3.334883372,3.314186096,3.306777191,3.320805359,3.327999624,3.319944509,3.317027537,3.318888601,3.320692698,3.320839437,3.323751831,3.322739156,3.321477763
F02,357,3.319598134,3.317897797,3.319684601,3.320069631,3.319330597,3.318571726,3.318411001,3.319939677,3.319667816,3.31852061,3.319299825,3.318362935,3.319053904,3.317355092,3.319361623,3.319828542
F02,358,3.309633636,3.320862579,3.321906026,3.318174489,3.320585887,3.319023132,3.31992747,3.321915436,3.322320302,3.318726349,3.321845754,3.320689392,3.321031189,3.320562744,3.322139486,3.321029663
F02,359,3.29292806,3.304668681,3.342414602,3.321581523,3.325206502,3.318104808,3.334003703,3.323621877,3.312261709,3.32350591,3.317468007,3.319813029,3.319966125,3.317769368,3.320383453,3.320490011
F02,360,3.316735331,3.308279673,3.321096039,3.319887288,3.317412313,3.322495015,3.317276255,3.31611379,3.319267273,3.316783142,3.31959966,3.318828328,3.322610982,3.31879425,3.321239726,3.317457072
F02,361,3.327667236,3.320350901,3.297549947,3.317086283,3.306355031,3.306330363,3.333594004,3.326722972,3.321488698,3.320939891,3.306328837,3.321896871,3.320221202,3.322607931,3.318024445,3.321632385
F02,362,3.317220561,3.315968577,3.31979599,3.317461904,3.318273417,3.316742961,3.318162028,3.318961334,3.317645772,3.31738917,3.318751017,3.32049942,3.31944809,3.319959768,3.319205475,3.319049327
F02,363,2.981337484,2.997444916,2.988605754,2.986056773,2.985344187,2.985100047,2.979667918,2.979986318,2.98664271,2.984849548,2.98273646,2.984589895,2.983132172,2.984053294,2.984192657,2.986100006
F02,364,2.986880747,2.984595998,2.985172526,2.986118571,2.986942546,2.984144592,2.984569804,2.985996501,2.985888418,2.985596212,2.984990184,2.984878794,2.985463206,2.986217499,2.985228221,2.985795593
F02,365,2.986599477,2.986118571,2.985188039,2.984552765,2.988978322,2.986472575,2.984739685,2.987027486,2.986002604,2.98667984,2.985916138,2.986138662,2.986783346,2.986183675,2.985741425,2.985405986
F02,366,2.986308797,2.984821574,2.986064402,2.982513682,2.984283702,2.984303792,2.982417806,2.978966014,2.983170827,2.986160278,2.987557729,2.986410777,2.986871338,2.984218852,2.98686676,2.986786397
F02,367,2.991873678,2.999084981,2.991579946,2.988732656,2.986203766,2.991031392,2.991009521,2.980247498,2.979463959,2.985167948,2.983772024,2.989647675,2.998995463,2.946794383,2.953868103,2.985222117
F02,368,2.9743131,2.976647441,2.990825653,2.984091949,2.986308797,2.985001119,2.98498408,2.984809367,2.986059825,2.983518473,2.984201813,2.98504893,2.985823313,2.985970306,2.984829458,2.985571289
